ACO_Num,year,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_INP_Other,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO_NAME,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,CHF_ADM,COPD_ADM,PNEU_ADM
A81860,2014,"Pennsylvania,  New Jersey",1/1/14,1,0,0,5466,-0.0625,0.0376,-4029324,0,0,P4R,12123,11746,64497936,68527260,,,0.5,0.5,83825,10295,16477,9454,80344,10929,17482,9786,86673,10545,16005,9638,97566,11336,17547,10237,12880,0.993,1.125,1.194,1.121,1.016,1.144,1.184,1.143,1.043,1.101,1.108,1.107,1.055,1.176,1.185,1.124,111,827,355,4021,1043,2255,1511,657,3292,2174,3476,1571,*,166,*,152,4339,3833,228,379,36,0,409,382,3,19,5,206,772,101,852,323,868,295,11400,4890,6011,493,6,0,0,0,0,0,28,18,4,0,0,Allegiance MSO LLC,5320,118,791,400,4012,172,1337,2429,4340,167,389,255,14.84822855,17.66751245,10.33737431
A74238,2014,New York,1/1/14,1,0,0,6347,0.0048,0.0353,377572,0,0,P4R,12848,12927,79296747,78919174,,,0.5,0.5,95742,9484,12514,12919,86401,10528,14107,12395,101090,11264,14630,12252,89892,14680,15074,11891,12787,1.176,1.066,1.087,1.253,1.011,1.076,1.042,1.275,1.018,1.073,1.097,1.233,1.061,1.105,1.1,1.224,53,500,282,5426,705,2429,1815,1398,3723,2624,5461,421,*,100,*,264,3770,3516,*,121,115,0,331,316,*,*,8,173,836,96,551,236,812,390,13244,6089,6952,200,2,0,0,0,0,0,15,1,1,0,0,"Primary PartnerCare Associates IPA, Inc.",6172,41,506,281,5344,230,1481,1551,5224,115,717,188,16.2022035,9.883344135,6.318859365
A13467,2014,California,1/1/14,1,0,0,9732,0.0271,0.0303,2583063,0,0,P4R,10034,10016,95295625,92712562,,,0.5,0.5,80174,8032,10137,8899,70466,8042,10006,9420,76059,8012,10312,9389,77479,7800,10524,9047,9762,1,1.099,1.054,1.055,0.987,1.068,1.028,1.066,0.995,1.071,1.027,1.075,1.039,1.017,1.089,1.057,108,1035,1144,8288,1169,4189,2981,1393,5515,4217,8339,399,280,345,23,346,2943,2703,80,177,17,0,250,236,2,9,3,150,758,51,552,169,648,333,10685,4534,5642,500,9,0,0,0,0,0,71,13,2,0,0,"Premier Choice ACO, Inc.",9497,101,787,600,8010,207,601,1888,3562,91,496,230,9.265677509,5.054005914,7.159841711
A35862,2014,"Michigan,  Indiana,  California,  Oklahoma",1/1/14,1,0,0,14050,-0.0644,0.0276,-8917492,0,0,P4R,10162,10200,138531931,147449423,,,0.5,0.5,70847,8598,13081,9175,78789,8611,13016,9705,89831,8863,12293,9705,80058,8985,14910,10205,10816,0.971,1.097,0.977,1.021,0.993,1.084,0.972,1.039,1.046,1.096,1.001,1.037,1.115,1.044,0.991,1.013,75,2295,950,9425,2944,5539,3814,1753,8177,5873,13408,90,49,232,72,199,3706,3383,106,166,94,0,306,281,3,10,12,148,756,94,857,139,578,233,9081,2313,3519,589,2660,12,9,11,0,9,90,168,41,2,0,National Rural ACO Corporation,13632,86,2383,1119,10044,222,1217,2886,2414,214,403,276,12.61737089,8.949530516,13.71772301
A30390,2014,Mississippi,1/1/14,1,0,0,8940,-0.0029,0.0311,-219390,0,0,P4R,8794,8814,76548064,76767454,,,0.5,0.5,61779,7317,11817,7710,65494,7848,11389,8101,61688,7576,10814,7951,62233,7865,12333,7796,8820,0.937,1.021,1.034,0.992,0.924,0.996,0.973,0.987,0.897,1.013,0.983,1.011,0.917,0.995,0.966,0.978,90,1395,628,6091,1912,3823,2355,850,5200,3740,7273,1601,*,*,*,48,2508,2125,194,95,129,0,295,270,5,6,14,164,723,54,711,168,784,271,8295,3463,3360,1376,96,0,0,0,0,0,12,48,14,0,0,"Accountable Physicians of North Mississippi, Inc.",8704,109,1504,634,6457,258,692,2045,2382,61,672,406,13.09705029,8.386707643,11.25886779
A69881,2014,New York,1/1/14,1,0,0,5620,-0.01,0.0371,-1031299,0,0,P4R,19240,18841,103142602,104173901,,,0.5,0.5,99526,13075,17948,18293,103645,13051,19844,17866,99223,12783,17750,18262,94378,12701,17140,18890,19433,1.08,1.213,1.132,1.445,1.088,1.277,1.118,1.465,1.048,1.233,1.113,1.464,1.05,1.214,1.12,1.453,96,823,751,3693,983,1883,1574,1180,3334,2286,3558,1313,267,186,18,278,6955,6464,*,206,256,13,595,568,*,*,15,224,861,260,971,465,968,315,14614,7542,6420,648,4,0,0,0,0,0,36,42,3,0,0,New York State Elite (NYSE) Accountable Care Organization (ACO) Inc,5361,119,780,699,3763,404,4657,1996,5517,309,800,257,19.02718836,16.04253136,13.24441543
A53129,2014,California,1/1/14,1,0,0,8200,-0.0845,0.0318,-7148635,0,0,P4R,10546,10460,84560857,91709492,,,0.5,0.5,79272,9321,12322,8666,92787,10435,11888,9025,85399,12192,13664,9431,100248,13658,16458,9991,11437,1.024,1.202,1.091,1.006,0.978,1.172,1.101,1.025,1.075,1.242,1.08,1.042,1.094,1.247,1.119,1.077,60,427,835,6409,635,3540,2553,1472,4935,3265,6647,336,*,325,*,586,3516,3176,94,250,53,0,307,288,2,11,5,149,802,82,452,210,604,425,11688,4595,6876,210,6,0,0,0,1,2,53,26,5,0,0,"Huntington Care Network ACO, LLC",8019,65,392,659,6902,273,1105,1442,4245,149,957,196,6.609577652,3.990688394,6.734286664
A39818,2014,Georgia,1/1/14,1,0,0,7494,-0.0256,0.033,-1901059,0,0,P4R,10199,9833,74149474,76050533,,,0.5,0.5,71567,9018,10728,8563,71558,9571,9626,8491,76080,9632,11862,8757,77308,9761,14306,9217,10461,0.959,1.129,1.021,1.059,0.999,1.127,1.028,1.042,0.984,1.133,1.015,1.07,0.992,1.181,1.067,1.1,107,1372,279,6340,1526,3340,1880,748,4394,3100,6341,1052,*,*,*,71,3454,3080,115,178,130,0,368,341,3,9,15,163,767,82,790,254,744,307,10782,5008,5168,587,19,0,0,0,0,0,36,24,11,0,0,"North Georgia HealthCare Partnership, Inc.",7270,104,1233,256,5677,305,745,1764,3552,223,472,315,17.60640066,11.41665043,10.5913504
A60310,2014,"West Virginia,  Pennsylvania,  Maryland",1/1/14,1,0,0,16461,-0.0203,0.0264,-3794715,0,0,P4R,11742,11550,186663981,190458696,,,0.5,0.5,90007,12129,16900,9503,99314,11046,15852,9668,113370,12412,18869,10558,108758,12966,18836,10513,11981,1.054,1.143,1.139,1.047,1.073,1.216,1.163,1.055,1.089,1.189,1.099,1.065,1.115,1.24,1.197,1.077,93,2354,968,12058,3092,6821,4375,2173,9601,6860,15623,523,65,*,*,211,4483,4321,112,28,57,4,348,339,2,1,5,182,819,99,792,288,794,243,10438,3898,4982,1314,244,0,2,0,0,4,54,144,27,1,0,"THP-Meritus ACO, LLC",15897,94,2381,989,12433,559,1253,1945,3578,216,312,242,9.750267346,7.548594074,13.65037428
A13131,2014,"Nevada,  Arizona,  California",1/1/14,1,0,0,11313,-0.0323,0.0292,-3497504,0,0,P4R,9846,9823,108278283,111775787,,,0.5,0.5,87495,9838,16519,9991,82994,9595,12399,8926,75086,11163,12294,9393,73125,9719,12791,9582,10164,1.131,1.243,1.094,1.166,1.086,1.118,1.077,1.133,1.114,1.131,1.072,1.081,1.021,1.161,1.033,1.073,73,867,313,9492,1172,5564,3457,1120,6301,5012,10770,145,71,101,64,162,3702,3420,*,224,38,0,348,331,*,13,*,181,771,67,789,228,666,253,9887,3845,4740,882,419,2,0,4,0,0,27,15,16,0,0,Premier Care Network LLC,10997,83,787,310,9817,236,655,1931,3303,221,249,288,16.185742,12.73035888,10.72987391
A29332,2014,"Missouri,  Kansas",1/1/14,1,0,0,14723,-0.0245,0.0272,-2842850,0,0,P4R,8077,8002,116119123,118961973,,,0.5,0.5,65783,9110,8902,7140,62540,8298,8195,7424,64583,8428,7496,7467,66909,9945,11511,7553,8275,0.988,1.144,0.942,0.995,1.002,1.153,1.039,1,0.992,1.166,1.019,1.004,0.974,1.17,0.921,1.008,107,1308,128,12017,2039,6816,4073,1795,8730,5993,12854,1541,80,*,*,207,2486,2125,90,250,33,0,290,267,3,16,5,159,767,38,606,189,670,262,8957,3986,3902,1051,18,0,0,0,0,0,78,51,26,0,0,Physician Collaborative of Kansas City LLC,14376,108,1429,133,12706,158,341,1746,3018,60,379,218,12.59042849,7.651641625,8.486366166
A26254,2014,"Missouri,  Texas,  Colorado,  Arkansas",1/1/14,1,0,0,5164,-0.0286,0.0385,-1532622,0,0,P4R,10809,10741,53501204,55033826,,,0.5,0.5,90860,9667,16682,8474,92874,9420,15711,9180,85893,10085,15149,9862,74156,10561,14077,10301,11118,1.013,1.149,1.096,1.001,1.104,1.092,1.13,1.027,1.056,1.13,1.143,1.075,1.07,1.121,1.133,1.06,38,1028,416,4090,1147,2027,1186,804,2923,2241,4787,280,*,19,*,60,3501,2897,117,283,258,0,385,337,3,17,28,167,719,142,852,249,745,227,10478,4018,3040,1633,1787,2,0,5,0,6,28,29,15,0,0,"Central US ACO, LLC",4950,36,949,402,3563,656,1423,2119,2870,205,331,433,13.13175528,11.91959325,15.55607933
A80460,2014,California,1/1/14,1,0,0,7438,0.0226,0.0331,2432676,0,0,P4R,14975,15361,107438113,105005437,,,0.5,0.5,92234,13901,15993,12377,93346,14640,16178,12169,97150,12918,16638,12268,98079,13861,17101,11475,14636,1.031,1.378,1.133,1.212,1.07,1.41,1.113,1.209,1.097,1.403,1.161,1.253,1.084,1.377,1.144,1.221,176,1297,1591,4850,1426,2966,1967,1079,4251,3187,5545,517,471,525,*,*,5579,3936,807,817,203,0,426,346,22,38,19,182,778,114,750,279,648,308,11678,5435,5860,373,10,0,0,0,0,0,88,85,7,0,0,"Foothill Accountable Care Medical Group, Inc.",7174,163,1042,1077,4892,341,1790,2170,4274,244,898,266,13.65948847,5.296536344,8.223569587
A39151,2014,Virginia,1/1/14,1,0,0,13674,-0.018,0.0278,-1858573,0,0,P4R,7749,7725,103461478,105320050,,,0.5,0.5,72028,8597,9531,7252,67262,7828,9313,7387,65758,8447,9992,6987,61472,9140,11747,7326,7888,0.949,1.122,0.943,0.935,1.004,1.098,1.007,0.923,0.951,1.064,0.927,0.921,0.971,1.09,0.985,0.919,104,951,203,11444,1461,6812,3824,1577,8189,5485,11340,1972,83,*,*,260,2551,2219,4,305,37,0,269,246,0,18,6,131,761,35,574,178,636,237,9121,4078,4664,374,6,0,0,0,0,0,49,6,0,0,0,"MD Valuecare, LLC",13352,99,855,132,12267,108,404,1342,3001,58,421,178,9.511624278,4.568575441,5.317522234
A12732,2014,Texas,1/1/14,1,0,0,5204,-0.0178,0.0384,-997812,0,0,P4R,11118,11143,56103954,57101767,,,0.5,0.5,72437,9628,13461,7904,69674,9122,13449,7504,64935,9069,13111,7774,66038,8960,13118,8195,11316,0.993,1.061,1.15,1.041,0.987,1.069,1.108,1.004,1.004,1.145,1.111,1.026,0.999,1.065,1.042,1.049,113,1039,1762,2450,1169,1918,1482,635,2892,2312,4069,*,*,1018,*,70,3674,2961,472,219,71,0,370,330,15,14,11,179,750,64,772,267,662,254,10709,6217,4159,269,64,0,0,0,0,0,23,11,5,1,0,Buena Vida y Salud LLC,5046,131,906,1520,2489,186,709,1653,3298,166,1749,239,13.27762456,10.10684855,7.332419533
A82427,2014,"Delaware,  Maryland",1/1/14,1,0,0,12952,0.0071,0.0282,734640,0,0,P4R,8185,8069,103515147,102780507,,,0.5,0.5,81565,9058,7554,7654,77938,8989,11703,7618,73581,9394,7899,7795,70573,8837,11627,7762,8127,1.137,1.1,0.857,0.961,1.082,1.137,0.937,0.956,1.026,1.153,0.859,0.942,0.969,1.103,0.908,0.95,40,873,206,10159,1490,7047,3438,977,6990,5962,12184,513,45,*,*,195,2278,2114,15,134,37,0,212,200,0,7,4,136,770,30,514,141,670,275,9731,3253,5651,823,4,0,3,0,0,2,52,54,27,2,2,"Delmarva Health Network, LLC",12647,43,922,238,11444,173,271,2196,2857,89,251,219,10.27891439,3.320880033,6.562691494
A02094,2014,"Florida,  Rhode Island,  Missouri",1/1/14,1,0,0,17437,0.0313,0.026,5220796,5220796,2558190,P4R,9916,9957,166987849,161767054,,,0.5,0.5,73575,8088,9232,9720,70197,8338,9215,9739,71846,8575,10036,9582,72947,8219,8814,9488,9606,0.979,0.997,0.827,1.07,1.009,1.055,0.84,1.071,0.997,1.017,0.852,1.099,0.997,1.009,0.816,1.077,173,5510,2959,8573,6299,5675,3585,1878,9827,7610,11749,2979,210,1994,18,487,2814,2239,35,310,240,2,347,289,1,19,38,186,725,42,914,249,704,256,10465,2831,4501,636,2497,0,155,0,0,0,264,282,163,2,0,"Health Choice Care, LLC",16840,168,5398,2757,8517,125,445,1692,3404,136,996,203,13.89541817,12.17333643,6.710180571
A89091,2014,Georgia,1/1/14,1,0,0,37513,-0.0018,0.0232,-577961,0,0,P4R,9037,8874,329477814,330055775,,,0.5,0.5,75698,7805,11111,8163,74257,7933,11551,8044,71726,8080,10054,8121,69339,8357,10953,8322,9053,0.983,1.05,1.017,1.019,0.976,1.037,0.99,1.027,0.964,1.037,0.982,1.035,0.972,1.057,0.988,1.05,377,6221,1215,28601,7771,16025,9832,3885,21964,15549,29592,7450,67,50,19,335,2786,2344,118,267,97,0,312,282,3,15,12,165,746,49,757,192,724,283,10337,4478,5066,778,15,0,0,0,0,0,156,122,62,2,0,"Georgia Physicians for Accountable Care, LLC",36457,383,6098,1168,28808,251,483,1621,3349,175,391,290,14.12606946,11.30085556,10.47797773
A02865,2014,Ohio,1/1/14,1,0,0,10774,-0.0211,0.0295,-2188914,0,0,P4R,10066,9988,103789238,105978151,,,0.5,0.5,66273,7889,10011,10668,64068,7831,9351,10696,64584,7589,8899,10357,65558,8333,8779,10711,10278,0.986,1.098,0.998,1.209,0.988,1.103,0.957,1.226,0.97,1.077,0.944,1.209,0.998,1.076,0.934,1.205,190,4696,1462,4064,5264,3152,1503,855,6180,4594,6133,3950,*,316,*,228,3550,2976,129,250,229,4,439,388,3,16,32,221,788,102,1121,321,829,205,8984,3603,3514,1855,12,0,0,0,0,5,172,645,140,0,14,The MetroHealth System,10311,161,4548,1292,4310,408,910,2853,1942,152,532,276,24.7312697,19.39707428,9.407581023
A33172,2014,"New Jersey,  Pennsylvania",1/1/14,1,0,0,22375,0.0045,0.0248,1136322,0,0,P4R,11731,11537,254161875,253025554,,,0.5,0.5,93431,10358,17913,9794,99341,10517,17750,9759,96358,10317,17835,9592,93533,10917,19565,9533,11679,1.027,1.094,1.18,1.076,1.05,1.106,1.207,1.081,1.084,1.085,1.206,1.067,1.018,1.108,1.191,1.079,297,3797,1408,15871,4933,9180,5613,2649,13293,9082,16927,4536,*,223,*,475,3812,3337,90,244,166,4,388,358,2,13,14,198,785,97,831,289,855,307,10427,4517,5202,701,7,0,0,0,0,0,189,365,44,0,1,"LHS Health Network, LLC",21665,302,3886,1566,15912,289,1137,2035,3927,188,507,259,16.24709118,10.47752755,8.446641152
A34484,2014,"Michigan,  Indiana",1/1/14,1,0,0,15123,-0.0209,0.027,-2844754,0,0,P4R,9320,9195,136206141,139050895,,,0.5,0.5,80443,8763,11002,8267,71650,8728,12987,8226,81300,8808,11578,8185,77334,9770,13746,8325,9514,1.038,1.132,0.979,1.033,1.086,1.122,1.053,1.057,0.998,1.101,1.083,1.061,1.025,1.128,1.077,1.053,157,2246,529,11693,2920,5631,4189,2383,8600,6523,13715,1096,*,89,*,180,3027,2555,192,203,107,0,324,295,6,12,11,143,766,82,722,210,671,223,8483,4064,3542,866,12,0,0,0,0,3,109,161,22,1,0,"Franciscan Select Health Network ACO, LLC",14615,151,2263,686,11516,416,1020,1673,2959,187,321,263,14.43713971,7.868583256,11.35812887
A58599,2014,California,1/1/14,1,0,0,14536,-0.0173,0.0273,-2315638,0,0,P4R,9498,9360,134005132,136320770,,,0.5,0.5,76236,8081,9758,8441,75428,7610,9675,8364,81381,7818,10224,8983,86457,8841,11202,8685,9662,1.001,0.974,0.957,1.004,0.979,0.98,0.94,1.008,1.028,0.999,0.934,1.012,1.059,1.01,0.972,1.02,121,2880,1618,9090,3479,6080,3419,1558,7965,6571,12719,408,630,345,67,367,3808,3674,13,58,84,0,334,323,0,3,9,207,793,57,745,259,637,208,9159,4118,3563,527,950,0,0,5,0,3,96,79,39,1,0,Medical Benefits Administration Inc,14110,115,2859,1730,9405,151,737,1977,2585,114,338,261,13.74960133,6.095184096,6.662177965
A07886,2014,New York,1/1/14,1,0,0,11844,-0.0465,0.0289,-4700749,0,0,P4R,8790,8514,101018304,105719054,,,0.5,0.5,65061,6750,8989,7548,63310,6789,9501,7425,59723,6980,9548,7501,66220,7715,9592,8019,9199,1.015,0.977,0.962,1.124,1.011,0.967,0.956,1.125,1.039,0.979,0.958,1.145,1.037,0.987,0.967,1.147,212,3849,1165,6730,4308,3415,2482,1639,6769,5075,9553,1493,102,395,13,288,3098,2904,4,50,141,0,368,350,0,2,15,189,807,67,951,306,652,190,9065,3617,3320,2122,5,0,0,0,0,7,253,478,165,2,0,"Rochester Regional Health System ACO, Inc.",11492,221,3773,1176,6322,123,613,2525,2215,155,468,222,21.49352439,10.70325304,6.700410436
A10440,2014,Arkansas,1/1/14,1,0,0,10976,0.0388,0.0294,3905151,3905151,1913524,P4R,9491,9324,100519504,96614353,,,0.5,0.5,77355,7069,14864,8690,66029,7101,13983,8650,68629,8034,13478,8413,70432,8886,12887,8225,9122,0.969,0.993,1.055,1.016,0.936,0.985,1.013,1.009,0.973,0.965,1.046,1.001,1,1.015,1.04,1.014,120,1503,471,8182,2121,4698,2891,1266,6278,4698,8836,1947,47,*,*,109,3289,2615,133,461,131,0,362,315,4,30,14,191,675,79,648,222,744,305,8130,3470,3962,677,21,0,0,0,0,2,79,178,49,0,0,Arkansas Health Network LLC,10591,101,1580,466,8444,402,834,1553,2712,107,318,218,15.1074042,6.987174443,12.55802974
A17931,2014,Massachusetts,1/1/14,1,0,0,8303,0.0051,0.0317,399891,0,0,P4R,9583,9610,78178517,77778627,,,0.5,0.5,*,8932,13550,9127,*,8411,16456,9294,73047,9484,15720,9529,89281,9391,16479,9303,9534,*,1.06,1.008,0.998,*,1.025,1.064,1.021,0.941,0.994,1.182,1.018,1.071,1.016,1.089,1.006,11,607,144,7003,870,3953,2578,902,4788,3515,8042,68,12,*,*,167,3149,2827,*,259,58,3,238,218,*,12,6,125,854,56,662,164,575,274,10605,4759,4748,1089,9,0,0,0,0,0,20,6,10,0,0,"Emerald Physician Services, LLC.",8158,12,624,122,7400,235,606,1832,3094,134,667,128,9.928599884,*,4.412711059
A80878,2014,Virginia,1/1/14,1,0,0,19230,-0.0049,0.0253,-726473,0,0,P4R,7895,7792,148515636,149242109,,,0.5,0.5,75443,6903,9255,6780,77979,8859,10389,7091,83785,8187,9743,7291,76226,9250,11689,7377,7933,0.975,1.037,0.959,0.899,1.017,1.069,1.01,0.9,1.036,1.092,1.04,0.906,1.032,1.085,1.01,0.92,107,1205,375,16221,1811,9618,5827,1974,11129,8101,15952,2680,160,*,*,395,2155,2028,35,85,19,0,245,237,1,5,3,142,789,48,561,166,554,253,10282,4775,4864,640,3,0,0,0,0,0,78,60,6,0,0,"Tidewater Accountable Care Organization, LLC",18812,107,1112,238,17355,105,443,1694,3018,108,394,176,11.69487021,4.040046071,5.369008594
A07386,2014,"North Carolina,  South Carolina",1/1/14,1,0,0,10206,0.0564,0.0299,5287422,5287422,2590837,P4R,9469,9222,93699147,88411725,,,0.5,0.5,66129,8487,12250,8193,65943,8630,14166,8762,67892,8060,12940,8616,60756,7820,12292,8310,8935,1.006,1.076,1.075,1.012,0.974,1.102,1.064,1.022,0.919,1.076,1.071,1.017,0.991,1.069,1.039,1.028,75,1720,552,7938,2187,4507,2530,982,5837,4369,9188,782,83,*,*,102,2923,2619,99,205,34,0,319,299,3,12,4,162,805,61,712,240,625,272,9189,3678,4193,1303,15,0,0,0,0,3,126,128,50,0,0,CHI Continuum LLC,9895,93,1746,538,7519,261,541,1692,2766,96,575,321,15.96698808,5.760242537,6.669754516
A36039,2014,"Virginia,  West Virginia",1/1/14,1,0,0,9326,-0.0091,0.0307,-646836,0,0,P4R,7860,7859,71380905,72027741,,,0.5,0.5,57672,8085,6993,6314,61618,8435,8501,7061,68623,8971,8925,7676,63391,8498,8743,7559,7931,0.984,1.002,0.812,0.881,0.928,1.034,0.815,0.897,0.919,1.048,0.873,0.912,0.89,1.045,0.824,0.907,40,556,440,7373,959,4739,2539,1089,5353,3973,7673,689,431,*,*,386,2337,2056,*,221,51,0,260,239,*,12,8,171,805,52,599,195,617,271,9392,4335,4594,456,7,0,0,0,0,0,55,92,35,0,0,Loudoun Medical Group ACO LLC,9082,40,594,473,7975,258,528,1249,3119,62,388,185,11.01109368,6.936989016,*
A27492,2014,New York,1/1/14,1,0,0,27412,-0.01,0.0243,-2404118,0,0,P4R,9076,8849,241068567,243472686,,,0.5,0.5,72404,7327,11105,7990,79364,7771,11301,8298,83458,7951,10366,8235,82477,8268,11870,8418,9167,1.046,0.961,1.02,1.054,1.095,0.987,1.068,1.091,1.108,0.981,1.01,1.101,1.091,1.005,1.02,1.103,179,5527,1515,18612,6664,10124,7042,3582,14987,12425,26575,225,67,41,33,471,3099,2901,5,117,84,0,310,292,0,6,11,171,815,66,792,216,688,216,9103,2664,3562,1197,1681,1,15,0,0,17,186,282,88,1,0,"Adirondacks ACO, LLC",26561,210,5618,1510,19223,101,726,2640,2163,159,318,276,14.00562861,10.84306731,10.20302514
A76825,2014,Michigan,1/1/14,1,0,0,14485,0.0624,0.0273,12170664,12170664,5963625,P4R,13907,13629,194931887,182761223,,,0.5,0.5,104330,11972,17793,12978,101523,11883,17881,12281,105337,11542,17241,11681,91300,10883,15972,11707,13039,1.137,1.283,1.274,1.324,1.171,1.294,1.183,1.325,1.192,1.284,1.181,1.335,1.1,1.281,1.22,1.34,197,3149,1069,10121,3598,5160,3654,2073,8288,6197,10929,2782,261,64,16,433,4423,3834,190,238,186,2,498,456,6,13,21,220,798,118,993,399,879,251,12104,6513,4616,968,7,0,0,0,0,0,85,72,11,0,0,Reliance ACO LLC,14016,201,3029,1204,9582,407,1340,2097,3924,189,850,260,16.33808176,17.97902447,9.631620253
A40650,2014,"Oklahoma,  Kansas",1/1/14,1,0,0,10013,-0.0118,0.03,-975993,0,0,P4R,8543,8451,82838829,83814823,,,0.5,0.5,60780,9593,17038,8261,66091,8765,13371,7907,65310,7927,13117,7427,53915,8670,14376,7861,8643,0.971,1.112,1.14,0.974,0.944,1.112,1.051,0.981,0.978,1.092,1.006,0.967,0.954,1.07,1.057,0.966,82,1435,398,7772,1852,4140,2754,1267,5751,4262,8792,592,38,51,434,106,2648,2225,240,123,99,0,311,283,7,7,14,169,702,63,716,207,662,221,7748,3857,3074,802,14,2,0,0,0,8,166,162,47,2,11,"SJFI, LLC",9697,84,1406,397,7810,404,784,1695,2377,124,697,238,11.03405605,7.11541932,9.693469798
A16786,2014,"New York,  Pennsylvania",1/1/14,1,0,0,7913,0.0185,0.0322,1237221,0,0,P4R,8683,8747,66743581,65506360,,,0.5,0.5,65456,7431,11549,8261,62494,7818,10120,8144,73608,8204,10302,8127,69010,8572,10149,7884,8522,1.029,1.01,0.982,1.075,1.043,1.076,1.035,1.106,1.02,1.085,1.001,1.118,1.018,1.073,1.028,1.095,55,1219,333,5712,1676,2944,2164,1129,4502,3411,7562,219,*,30,*,85,3099,2572,118,428,29,6,327,292,3,29,3,156,779,66,740,202,689,215,7588,3574,3391,613,10,0,0,0,0,0,0,0,0,0,0,"Saint Vincent Shared Savings Program ACO, LLC",7686,51,1363,376,5896,78,658,1686,2546,127,301,290,13.00982242,7.675795225,7.935991674
A22925,2014,Florida,1/1/14,1,0,0,6923,-0.0323,0.0342,-2289859,0,0,P4R,10446,10240,70806183,73096042,,,0.5,0.5,87287,10498,14468,9299,76865,10626,12989,9160,78447,10285,14042,9216,69898,11391,14450,9890,10784,1.058,1.169,1.047,1.067,1.031,1.173,1.058,1.053,1.028,1.142,1.03,1.055,1,1.216,1.111,1.085,118,1350,490,9628,964,3181,2024,754,4055,2868,5525,1077,91,*,*,164,3172,2862,100,218,36,0,378,357,3,12,6,189,779,68,695,280,875,294,11327,4657,5665,1001,4,0,0,1,0,4,72,11,26,2,0,St Vincents Accountable Care Organization LLC,6778,59,810,282,5627,308,711,1672,4137,105,710,293,10.47480882,14.31065431,11.95013401
