ACO_Num,year,ACO_Name,ACO_State,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Start_Date,Track1,Track2
A17898,2015,"Health Connect Partners, LLC","Alaska, Montana, Washington",0,71958,-0.0237,0.02,-15036881,0,0,96.58,9081,8759,635736314,650773195,,,50,48.29,68459,8193,9810,7683,73006,8662,10657,7933,73073,8340,9929,8207,73813,8537,10121,8750,9296,1.009,1.062,0.945,0.966,0.989,1.056,0.983,0.983,0.987,1.048,0.954,0.976,0.994,1.023,0.929,0.991,530,7582,3729,52308,70005,534,8011,3812,57649,10365,31920,20016,9657,41538,30420,63736,2056,2523,411,523,2709,2936,2718,41,127,64,216,652,0,2087,2903,98,392,227,259,247,1,7,5,11,4,5,146,768,52,660,166,650,293,8513,3488,3641,1344,40,2,0,5,0,38,1092,1849,424,2,0,1/1/14,1,0
A86442,2015,SW Provider Partners LLC,Texas,0,19849,-0.0255,0.0251,-5229131,0,0,88.33,10593,10388,204882476,210111607,,,50,44.17,72180,9511,13509,8699,68070,10677,13788,9014,67499,11052,16190,9718,80947,11992,14581,9923,10863,0.993,1.079,0.953,0.988,1.004,1.117,0.986,0.975,1.006,1.169,1.007,0.98,0.976,1.147,0.99,0.99,166,1683,740,14943,19341,177,1445,565,17155,2136,9900,5435,2378,11689,8160,17712,842,322,433,19,521,3366,2547,220,631,38,347,821,7,1408,4009,130,907,248,326,281,6,34,5,9,7,8,172,797,66,640,212,913,362,10469,3478,5267,1703,21,0,0,0,0,0,106,106,28,0,8,1/1/14,1,0
A92615,2015,BAROMA Healthcare Holdings,"Louisiana, Texas",0,2334,0.0949,0.0623,1750317,1750317,0,69.94,8221,7675,18441481,16691164,,,50,0,71798,6217,10069,6319,65745,6508,8807,6448,74506,6611,6582,6394,66040,6352,6729,6418,7441,0.943,0.938,0.852,0.917,1.021,0.944,0.846,0.993,0.997,0.918,0.811,0.918,0.931,0.925,0.809,0.938,47,1568,575,771,2243,37,1140,466,600,1297,729,229,79,1393,941,640,1517,*,68,*,63,2453,1697,332,185,259,89,125,0,2279,1697,103,629,224,279,222,11,11,35,12,8,5,170,643,14,1243,195,510,206,6957,578,2678,469,3232,0,39,0,0,0,75,94,50,0,0,1/1/14,1,0
A70064,2015,"Partners In Care ACO, Inc.",New Jersey,0,8353,0.0059,0.0316,556745,0,0,95.36,11613,11541,94265450,93708705,,,50,47.68,107746,10053,14089,10203,104768,10108,14130,10352,93249,10026,14821,10449,79602,10574,14310,10592,11545,1.158,1.143,1.129,1.182,1.052,1.121,1.097,1.157,1.077,1.073,1.119,1.144,1.079,1.043,1.038,1.131,67,1408,861,5133,8117,64,1346,904,5803,1613,3397,2178,1165,5020,3333,6136,1291,*,372,*,305,3700,3255,*,316,115,319,1111,0,1830,4309,120,369,263,329,303,*,14,10,17,12,*,186,845,94,725,254,735,304,11899,4755,6216,917,10,0,0,0,0,1,89,195,50,0,0,1/1/14,1,0
A02854,2015,Akira Health of Fresno Inc.,California,0,7288,-0.1604,0.0334,-22856480,0,0,89.22,21092,17609,142501801,165358281,,,50,44.61,116677,15116,20732,14008,122261,15041,23243,14176,118317,16650,22859,14721,117933,20148,24739,21925,24475,1.088,1.287,1.137,1.167,1.162,1.31,1.22,1.162,1.104,1.355,1.231,1.17,1.192,1.548,1.26,1.394,137,1270,1557,6671,6756,154,1107,1571,3924,1337,2242,1975,1734,4473,2815,5661,482,284,545,52,264,9488,8806,382,523,68,1029,6494,0,2611,4988,495,1130,327,729,690,7,26,6,25,18,15,232,827,388,1364,622,1080,291,13893,8306,4525,960,102,0,0,2,0,2,57,7,34,0,0,1/1/14,1,0
A08611,2015,South Bend Clinic Accountable Care,"Indiana, Michigan",0,7993,0.0104,0.032,699750,0,0,91.58,8699,8476,67587781,66888031,,,50,45.79,77977,8856,15763,8691,74149,8315,16782,8138,84534,7317,13806,7879,73676,8249,14303,7833,8608,1.031,1.161,1.087,0.994,1.014,1.14,1.098,0.989,1.031,1.067,1.065,0.975,1.006,1.087,1.091,0.909,42,762,156,6999,7770,57,713,307,6694,1018,3629,2129,1217,4698,3295,7213,564,30,*,*,157,2421,2101,144,133,75,304,906,0,1324,3207,120,294,198,269,252,4,7,6,10,10,8,135,790,81,522,185,576,227,8471,3404,3717,1341,9,0,0,0,0,0,34,58,14,0,0,1/1/14,1,0
A09282,2015,"Baroma Healthcare, LLC",Florida,0,5393,0.0285,0.0378,1626623,0,0,79.74,10825,10859,57025671,55399048,,,50,39.87,71398,10277,14407,9356,63511,10406,13412,9042,77310,11502,13185,8488,82752,8709,12557,9214,10516,1.113,1.161,1.082,1.113,1.014,1.16,1.06,1.049,1.045,1.144,0.986,1.036,0.996,1.114,1.039,1.077,50,541,815,2242,5268,63,668,759,3778,852,2272,1427,842,3190,2203,4058,637,*,489,*,155,2845,2442,*,290,58,242,375,4,1620,4182,83,1177,240,305,279,*,16,*,13,10,*,195,758,33,662,237,722,320,10904,3917,6416,563,8,0,0,0,0,0,125,12,19,1,0,1/1/14,1,0
A23786,2015,"Clinical Partners of Colorado Springs, LLC",Colorado,0,5636,-0.006,0.0371,-221821,0,0,98,6716,6704,36902728,37124549,,,50,49,75722,6901,5569,6165,67719,6743,8531,6178,61445,7570,8036,5978,60353,7441,8225,6297,6756,0.992,0.955,0.844,0.881,0.967,0.98,0.87,0.893,1.026,1.018,0.866,0.904,0.915,0.976,0.772,0.868,30,1328,130,4873,5495,23,850,148,4474,1096,2807,1317,416,3108,2528,5168,191,*,91,*,137,1906,1611,*,206,66,64,190,0,1423,2668,65,291,240,196,172,*,14,9,5,*,4,93,723,22,587,112,580,274,7746,2499,3387,786,1074,0,26,0,0,0,66,41,33,4,0,1/1/14,1,0
A38301,2015,Physicians Accountable Care of Utah,Utah,0,6965,-0.0095,0.0341,-488152,0,0,99.11,7576,7155,51481335,51969488,,,50,49.55,52034,7060,8299,6867,52147,6444,7789,7077,53267,6718,6383,6945,57962,7025,10083,7381,7648,0.931,1.017,0.87,0.918,0.887,1.021,0.961,0.919,0.944,1.015,0.751,0.902,0.999,1.012,0.872,0.922,33,662,46,5425,6795,36,636,89,6035,923,3573,1838,631,3965,3000,6552,31,73,67,17,225,2110,1777,53,240,44,193,457,0,1502,2626,43,535,271,218,198,2,12,6,8,4,6,112,742,46,505,132,557,251,7859,3662,3311,882,4,0,0,0,0,0,72,44,8,3,0,1/1/14,1,0
A71307,2015,"HCP ACO California, LLC","California, Florida, Nevada",0,58680,0.0016,0.0203,916644,0,0,94.22,10017,9659,572147413,571230769,,,50,47.11,74232,9089,10455,8404,72325,9140,10327,8213,72487,9492,10906,8115,74021,9710,12109,8479,10001,1.033,1.134,0.992,1.068,0.995,1.133,1,1.077,1.007,1.153,1.01,1.068,1.005,1.165,1.032,1.07,838,8450,7071,39285,57119,888,7914,5219,43098,10440,26651,15233,6356,33571,25109,43648,5616,2958,2795,87,3576,3127,2613,138,325,89,204,576,0,1550,3777,125,697,244,292,261,4,16,11,11,9,7,175,762,45,593,206,653,310,9893,3954,5203,722,14,0,0,0,0,7,1104,385,181,11,0,1/1/14,1,0
A23727,2015,"Duke Connected Care, LLC",North Carolina,0,49926,-0.0462,0.022,-20521875,0,0,95.44,9162,8792,443854194,464376068,,,50,47.72,65666,9077,9989,7694,61799,9598,9641,7703,62140,9322,9560,7487,63748,9848,9613,8365,9586,0.995,1.161,0.948,0.973,0.976,1.182,0.999,0.988,0.984,1.155,0.973,0.982,0.963,1.118,0.913,0.977,653,8175,2602,34350,48444,786,8394,2543,36722,10716,23031,11624,4555,28725,21200,35565,12423,465,282,71,1120,2909,2710,63,99,63,183,423,0,2868,2645,117,368,345,308,294,2,5,7,15,10,7,183,747,44,739,208,734,302,9428,3356,4314,1471,288,0,8,1,0,10,483,1662,299,4,1,1/1/14,1,0
A43717,2015,Louisiana Physicians ACO LLC,Louisiana,0,6635,0.0343,0.0347,3431968,0,0,98.15,15595,15381,100014806,96582838,,,50,49.07,68330,12751,20535,12927,69600,12862,19596,12550,75996,13656,20240,12155,76358,13903,20298,12055,15060,0.98,1.239,1.211,1.179,1.038,1.244,1.18,1.194,1.003,1.268,1.198,1.191,1.011,1.312,1.262,1.206,166,1031,860,3881,6413,158,1104,860,4291,1361,2437,1762,1075,3978,2657,4702,1804,*,29,*,73,5235,3417,839,607,438,585,1476,0,2742,3677,207,1246,400,503,404,24,35,40,20,13,15,178,740,131,1041,330,832,295,11180,3935,5263,1957,25,0,0,0,0,0,31,24,20,0,0,1/1/14,1,0
A18812,2015,RWJ Partners LLC,New Jersey,0,12385,0.0289,0.0286,3952302,3952302,1827858,94.38,11392,11367,136776445,132824143,,,50,47.19,114091,11031,17295,11282,103626,11976,13403,10611,105316,10687,14783,10066,98425,11524,15335,9924,11063,1.086,1.24,1.13,1.151,1.135,1.182,1.169,1.123,1.099,1.143,1.067,1.088,1.021,1.115,1.14,1.064,67,908,405,6006,12006,90,1400,642,9875,1866,5398,3388,1733,7177,5208,10269,1107,311,*,*,498,3529,3124,104,228,127,230,1075,0,1841,4086,133,419,234,310,285,2,12,10,15,10,7,184,824,82,618,238,658,303,10974,4009,6263,698,5,0,0,0,0,3,168,230,51,1,0,1/1/14,1,0
A91435,2015,Cleveland Quality Healthnet,Ohio,0,5416,0.0658,0.0378,6474115,6474115,2935564,92.54,18864,18831,98324869,91850754,,,50,46.27,103763,16673,22366,16724,107746,18642,21618,17492,112724,19244,22355,16153,97675,17574,23423,14939,17622,1.107,1.628,1.314,1.462,1.196,1.574,1.312,1.455,1.302,1.636,1.433,1.457,1.169,1.562,1.364,1.384,73,777,464,4170,5212,123,597,262,4231,771,1919,1586,1140,3122,2294,3626,1649,*,*,*,102,6567,5508,646,341,241,742,2852,0,2999,3720,301,940,283,720,657,18,20,26,37,33,16,223,817,290,1187,503,1236,311,12296,4377,4849,3064,5,0,0,0,0,0,27,4,21,0,1,1/1/14,1,0
A08181,2015,"Accountable Care Coalition of Mississippi, LLC.",Mississippi,0,5211,0.0049,0.0384,216260,0,0,98.16,8773,8253,44360814,44144554,,,50,49.08,61074,6727,8971,7425,63780,6962,9326,7221,62287,6796,8715,7495,59033,7569,10109,7756,8730,0.961,0.905,0.784,0.9,0.887,0.95,0.821,0.931,0.937,0.921,0.814,0.981,0.956,0.948,0.854,0.978,83,2703,1067,2271,5057,63,2037,879,2079,2311,1878,780,242,2931,2280,2208,2941,14,*,*,27,2600,2183,215,118,121,122,504,0,2474,1979,135,753,410,303,276,7,6,13,14,16,8,184,711,35,1182,197,704,226,8923,347,2796,979,4802,0,120,0,0,0,78,61,155,0,0,1/1/14,1,0
A24804,2015,"Accountable Care Coalition of Greater New York, LLC.",New York,0,7380,0.0087,0.0332,554040,0,0,90.69,8773,8603,63547542,62993503,,,50,45.34,103438,6243,13889,12173,75956,6219,10570,10194,85830,5957,10039,9933,73219,6267,9341,10918,8696,1.102,0.946,1.094,1.231,1.142,0.957,1.038,1.227,1,0.969,1.038,1.232,1.011,0.942,1.007,1.192,63,4071,534,2657,7244,46,3891,550,2756,4093,1800,989,498,3485,3895,4804,1697,184,332,12,351,2528,2274,0,46,208,49,767,0,1223,3623,130,345,258,257,235,0,2,19,6,8,6,174,828,45,867,212,602,203,11955,3756,6585,1602,12,0,0,0,0,3,74,161,41,0,2,1/1/14,1,0
A67365,2015,"Accountable Care Coalition of Maryland Primary Care, LLC.","District of Columbia, Maryland",0,6597,0.066,0.0348,7800342,7800342,3644035,95.34,18642,18367,118149484,110349142,,,50,47.67,133436,17572,20087,15382,120668,19247,17654,15468,138346,18178,19144,15155,113431,19723,18639,14438,17411,1.103,1.292,1.039,1.136,1.134,1.319,1.074,1.149,1.101,1.277,1.056,1.142,1.107,1.357,1.045,1.134,128,653,1126,4823,6338,111,624,1078,4525,804,2496,1986,1311,3863,2734,3728,1397,779,*,*,504,6783,6394,64,270,102,373,2462,0,2460,5350,227,634,225,457,432,2,14,9,20,8,9,216,849,207,877,373,900,336,14492,6272,6857,1357,6,0,0,0,0,0,31,2,13,0,0,1/1/14,1,0
A46666,2015,"Genesis Accountable Physician Network, LLC",Texas,0,12700,0.0144,0.0284,1931301,0,0,95.12,10768,10609,133893005,131961704,,,50,47.56,103421,12343,17221,10424,83238,12515,16298,9798,79978,12340,15680,9597,86639,12565,16999,9780,10613,1.071,1.255,1.078,1.039,1.053,1.214,1.155,1.028,1.039,1.197,1.113,1.01,1.053,1.239,1.142,0.995,47,1133,541,8731,12434,57,1143,385,10849,1517,6228,3457,1498,7640,5060,11067,968,158,185,17,305,3126,2274,264,491,99,279,730,77,1466,3853,98,1088,247,308,253,7,30,11,13,9,8,146,776,58,650,189,874,476,10302,4703,4883,670,46,0,0,0,0,0,52,2,7,0,0,1/1/14,1,0
A49168,2015,"CMG ACO, LLC","Connecticut, New York",0,19103,-0.0205,0.0254,-4175829,0,0,,10938,10667,203968718,208144547,,,50,50,85180,10047,13643,9335,91957,10573,15539,9360,83121,11106,13792,9385,85292,10960,16130,9873,11162,1.069,1.073,1.113,1.057,1.053,1.11,1.101,1.054,1.058,1.129,1.112,1.046,1.025,1.138,1.139,1.045,152,1834,1893,15008,18648,136,1814,1886,14812,2375,7857,5697,3174,10900,8203,17355,907,*,125,*,587,3328,3045,139,77,109,164,1160,0,2235,3497,167,829,184,288,271,3,4,10,15,9,6,171,841,95,671,226,709,240,11206,3743,5804,1652,8,0,0,0,0,0,74,124,40,1,1,1/1/15,1,0
A91307,2015,Frederick Integrated Healthcare Network LLC,Maryland,0,11944,0.0361,0.0288,4437943,4437943,2174592,,10655,10825,123068878,118630935,,,50,50,92914,12583,17089,11223,90765,12056,14520,10960,85399,11294,11809,9717,83982,11669,12684,9439,10271,1.03,1.152,1.149,1.095,1.057,1.209,1.103,1.07,1.025,1.106,0.977,1.036,1.011,1.112,0.977,0.978,59,1272,401,8450,11551,76,1184,404,9887,1677,5777,3065,1425,6867,5077,10506,897,154,*,*,326,3212,3133,15,39,29,126,691,0,2215,3619,106,441,226,248,243,1,2,3,10,11,8,152,802,61,572,195,748,387,10139,3062,5932,1141,4,0,0,0,0,4,82,275,31,1,0,1/1/15,1,0
A95248,2015,"Holy Cross Physician Partners ACO, LLC",Florida,0,13683,-0.0063,0.0278,-956728,0,0,,11353,11439,151089944,152046672,,,50,50,92405,10276,14534,10727,84271,11864,17699,10754,92526,12358,14329,10985,90469,12206,17222,10885,11425,1.077,1.209,1.016,1.137,1.053,1.218,1.054,1.14,1.068,1.129,0.998,1.138,1.078,1.161,1.017,1.099,51,857,479,12019,13308,39,773,482,12013,1191,5859,3792,2841,7488,6195,12222,836,75,184,12,354,3077,2350,47,660,48,460,618,0,2198,3997,98,1024,240,321,281,1,31,6,12,9,6,158,799,49,667,232,714,337,11904,3869,7283,711,40,0,0,0,0,3,69,102,10,0,0,1/1/15,1,0
A11353,2015,WellSpan Population Health Services,"Maryland, Pennsylvania",0,26003,-0.0571,0.0244,-14003342,0,0,,9764,9556,245066395,259069737,,,50,50,73417,8734,12379,8727,87541,9106,11266,8800,80269,8862,12576,8973,70912,9751,13511,9716,10322,1.005,1.07,0.955,1.051,1.003,1.065,0.978,1.052,1.041,1.067,0.977,1.045,1.028,1.046,0.972,1.028,171,3818,837,19868,25098,197,3862,803,20237,4879,10661,6972,3491,14890,11113,24254,946,85,222,13,483,3700,2945,98,592,109,263,681,0,2168,2966,106,400,272,360,313,3,34,11,15,10,5,172,810,61,629,241,754,214,8977,3955,3542,1370,110,0,5,0,0,7,244,449,135,1,0,1/1/15,1,0
A05950,2015,"Health Alliance Integrated Care, LLC","Idaho, Oregon",0,9299,-0.0041,0.0307,-370811,0,0,,10015,9794,90328525,90699336,,,50,50,66668,9308,12794,8268,75039,9669,11876,8572,80953,10239,12145,8906,69465,9894,11755,9224,10056,0.993,1.08,1.011,1.003,0.991,1.062,1.018,1.015,0.972,1.109,1,1.007,1.005,1.106,0.975,0.983,73,1672,636,6914,9020,81,1612,621,6706,1908,3737,2516,1138,5293,4006,8738,39,61,192,46,223,3314,2884,361,60,66,352,825,0,2880,2126,129,517,276,312,290,9,3,10,11,7,7,142,698,77,1017,186,723,286,8783,2238,3236,2203,1106,0,0,5,0,13,119,188,83,2,4,1/1/15,1,0
A25744,2015,PACN,North Carolina,0,15677,-0.0067,0.0267,-873256,0,0,,8456,8204,129747062,130620318,,,50,50,66656,8051,10309,7333,62619,8038,10273,7451,61259,8348,9703,7627,66951,8296,11114,7849,8513,1.002,1.108,1.116,0.983,0.962,1.048,1.086,0.978,0.967,1.07,1.045,0.978,0.944,1.051,1.029,0.978,133,1372,554,13125,15344,132,1384,542,13286,1858,7285,4643,1891,8752,6925,13570,1645,49,35,89,289,2473,2359,29,84,18,225,304,0,1691,3297,70,218,319,275,266,1,5,4,14,12,8,146,789,36,609,197,832,373,10205,3980,4687,1526,12,0,0,0,0,0,26,81,23,0,0,1/1/15,1,0
A74448,2015,Cotton-O'Neil ACO llc,Kansas,0,24262,-0.0249,0.0246,-5362775,0,0,,9103,9055,214952680,220315455,,,50,50,68326,8726,13994,7787,75364,8994,13830,8276,74919,9661,13993,8303,72512,9191,12899,8833,9330,0.981,1.082,1.131,0.99,1.029,1.139,1.132,1.01,1.05,1.157,1.094,1.012,1.001,1.116,1.024,1,152,3268,563,19135,23614,131,3204,544,19735,3940,10187,7025,3110,13690,10572,22434,1032,72,170,117,437,3167,2486,64,563,78,219,652,1,2084,2782,89,231,301,348,302,2,34,10,12,8,9,152,801,71,687,210,807,249,9109,3042,4016,2032,20,0,0,0,0,2,92,168,99,0,0,1/1/15,1,0
A73551,2015,St. Francis Accountable Health Network,Kansas,0,9701,0.0041,0.0303,413218,0,0,,10801,10263,101456238,101043020,,,50,50,69810,9214,15074,8911,64110,8891,13743,8949,84334,11024,18627,9468,72263,11522,16994,9847,10757,0.93,1.079,1.147,1.028,0.941,1.103,1.089,1.036,0.996,1.157,1.188,1.061,1.013,1.233,1.262,1.103,68,1451,259,7816,9393,70,1389,256,7678,1704,4184,2552,1261,5584,4117,8814,480,31,94,73,209,3641,2948,96,541,77,422,1204,0,2511,2602,127,281,280,401,355,3,33,10,14,7,13,178,768,114,809,256,818,244,9293,3249,3682,1894,468,2,0,3,0,8,43,62,32,0,0,1/1/15,1,0
A75637,2015,"Loyola Physician Partners ACO, LLC",Illinois,0,18593,0.0154,0.0256,2634832,0,0,,9444,9186,170778093,168143261,,,50,50,69344,10207,13664,8023,69007,9886,11795,8092,75734,10729,13084,8266,68520,11239,12145,8328,9298,0.998,1.214,1.025,1.052,1.011,1.235,0.968,1.047,1.048,1.239,1.038,1.044,0.991,1.266,1.016,1.039,169,2152,369,15846,18084,158,2208,413,15304,2959,8404,5064,2166,10612,7981,14920,2377,*,491,*,594,2923,2620,99,191,64,118,377,0,2975,2287,75,549,246,296,276,2,11,7,13,7,7,187,775,34,558,199,664,281,8004,2878,4726,397,4,0,0,0,0,10,161,754,97,2,4,1/1/15,1,0
A17964,2015,"RHS Regional Health Network, LLC","Illinois, Wisconsin",0,9376,-0.0202,0.0306,-1849949,0,0,,10179,10212,91797746,93647695,,,50,50,60202,7827,12440,7874,63710,7745,11023,7833,74616,9789,17364,9797,75009,9174,13852,9670,10384,0.93,1.003,0.955,1.009,0.968,1.006,0.979,1,0.956,1.14,1.152,1.066,0.984,1.066,1.035,1.061,99,1583,381,7252,9018,89,1641,348,6940,1995,3596,2445,1340,5314,4062,8224,899,*,63,*,147,3491,3053,73,307,89,543,1105,4,2111,2529,156,460,307,379,349,2,18,10,20,12,10,172,795,95,789,280,614,260,8691,3394,3749,1532,16,0,0,0,0,2,78,224,33,0,0,1/1/15,1,0
A49534,2015,"Capital Health Accountable Care Organization, LLC","New Jersey, Pennsylvania",0,5615,0.0117,0.0372,652038,0,0,,10266,10200,55790407,55138369,,,50,50,84581,9779,13558,8367,75853,9276,12407,8527,90662,9749,12401,9096,78316,9555,12347,9117,10146,1.069,1.04,1.124,1.05,1.022,1.018,1.072,1.011,1.005,1.058,1.076,1.025,1.043,1.032,1.02,1.034,71,871,254,4319,5434,64,839,257,4274,1087,2443,1372,713,3426,2189,4093,1261,*,69,*,153,3268,2863,*,264,144,144,549,0,2119,3766,59,311,209,298,274,*,13,10,10,10,*,170,769,48,722,224,721,300,9984,3220,5886,670,208,0,4,0,0,5,98,182,58,1,2,1/1/15,1,0
A72677,2015,Signature Partners,"Virginia, West Virginia",0,23329,-0.0493,0.0247,-10370563,0,0,,9282,9012,210346812,220717375,,,50,50,75756,9541,10626,8133,74024,10051,10288,8087,70559,10683,10938,8057,76064,11043,13221,8611,9740,1.076,1.124,0.947,1.002,1.103,1.119,0.993,0.988,1.069,1.188,0.919,0.979,0.997,1.18,0.958,0.967,148,2751,854,16185,22661,217,2839,876,18729,3750,10686,6326,2567,13056,10273,20049,1617,487,343,14,819,3157,2908,29,177,66,169,671,0,2276,3002,177,388,262,318,298,1,10,10,15,14,9,185,740,56,877,183,763,326,8864,2829,4451,670,914,6,12,5,0,20,295,724,188,1,5,1/1/15,1,0
A73256,2015,Trinity Health Michigan d/b/a St. Mary Mercy Hospital,"Georgia, Michigan",0,8542,0.0507,0.0315,4984525,4984525,2442417,,11820,11506,98254862,93270337,,,50,50,88274,10824,14789,11049,91805,12233,15048,11069,97765,11475,14267,10540,82400,10970,14640,10431,11220,0.981,1.156,1.191,1.171,1.099,1.207,1.08,1.146,1.02,1.226,1.037,1.144,1.053,1.183,1.011,1.133,52,773,205,6862,8313,76,837,161,7239,1112,3538,2477,1415,4950,3592,7502,774,88,*,*,156,3587,3141,172,213,79,199,1090,0,2026,3474,142,726,231,415,388,5,12,9,22,15,9,182,797,100,757,321,854,293,10444,4807,5021,594,23,2,2,0,0,4,60,142,19,0,0,1/1/15,1,0
A99784,2015,Health Collaborative of Central Ohio LLC,Ohio,0,15561,-0.007,0.0268,-887984,0,0,,8383,8133,126746474,127634458,,,50,50,71899,7415,10595,7567,71089,7506,11890,7488,63156,8423,10571,7422,66321,8343,11899,7816,8441,1.015,1.073,1.095,1.011,0.988,1.034,1.05,0.986,0.954,1.055,1.056,0.979,1.009,1.046,1.051,0.987,122,2278,521,12552,15120,117,2114,372,12518,2753,7054,3962,1792,8911,6650,13788,1296,98,*,*,348,2646,2377,115,111,73,253,602,7,1660,2683,120,482,186,282,263,3,7,9,12,9,7,151,757,60,743,201,732,274,8362,3634,3897,827,5,0,0,0,0,6,201,226,76,0,6,1/1/15,1,0
A83232,2015,"Arkansas HIgh Performance Network ACO, LLC","Arkansas, Oklahoma",0,34376,-0.0142,0.0236,-4180106,0,0,,8851,8605,295363081,299543188,,,50,50,63209,7096,11338,7894,65636,7437,12360,7859,72248,7716,13298,8090,66497,7894,13205,8467,8976,1.029,0.935,0.967,0.984,0.959,0.971,0.991,0.995,0.96,0.955,1.021,1.004,0.981,0.949,1.011,0.991,177,5834,2025,26406,33371,198,5391,1812,25969,6567,15025,9356,3428,19970,14406,31042,2579,134,99,229,293,3148,2426,135,488,124,205,646,5,1626,2719,123,459,294,347,298,4,29,16,14,12,13,168,712,71,702,196,743,310,8782,4190,3378,666,548,2,0,8,0,10,125,80,44,0,1,1/1/15,1,0
A07732,2015,"Mary Washington Health Alliance, LLC.",Virginia,0,17595,0.0226,0.026,3569955,0,0,,9249,9032,157914712,154344757,,,50,50,75452,8662,11924,7826,79767,8503,14606,8262,81786,8856,13661,8370,73350,9018,12392,8389,9040,1.016,1.03,0.945,0.935,1.01,1.016,1.023,0.94,0.977,1.018,1.02,0.936,0.982,1.009,1.082,0.935,142,1676,268,15143,17073,140,1560,254,15118,2349,9243,4530,1473,10122,7473,15279,1764,114,67,12,359,3032,2566,49,433,13,172,187,0,1604,3476,104,407,246,308,282,1,23,3,12,15,9,170,744,21,639,214,658,279,9174,3280,4894,991,9,0,0,0,0,3,95,427,87,1,0,1/1/15,1,0
A65633,2015,Baylor Scott & White Quality Alliance,Texas,0,64308,-0.0087,0.02,-4843593,0,0,,8846,8674,557042141,561885734,,,50,50,68708,10817,13528,7974,70024,10614,12530,7893,67594,11274,11835,7909,64708,10940,12659,8349,8923,0.995,1.174,1.067,0.967,0.988,1.208,1.018,0.959,0.971,1.217,0.98,0.956,0.956,1.22,1.005,0.965,377,4645,2113,55341,62969,326,4372,1495,56776,6490,32711,18322,6785,37903,26405,56169,5271,655,795,116,1302,2586,1808,125,445,52,159,269,178,1380,3486,72,891,249,253,198,4,26,6,9,7,7,130,740,25,559,150,801,410,9328,3680,4686,953,9,0,0,0,0,28,452,402,316,6,9,1/1/15,1,0
